# Date	PAR	Temp_Sea	Temp_Deap	pco2whigh
2013-06-29 09:00:00	273.79	15.29	12.41	806.61
2013-06-29 10:00:00	675.79	15.34	12.49	806.42
2013-06-29 11:00:00	255.79	15.4	12.53	806.23
2013-06-29 12:00:00	151.38	15.49	12.52	806.04
2013-06-29 13:00:00	143.78	15.43	12.51	805.85
2013-06-29 14:00:00	578.45	15.42	12.6	805.66
2013-06-29 15:00:00	782.78	15.4	12.68	805.47
2013-06-29 16:00:00	832.49	15.47	12.67	805.28
2013-06-29 17:00:00	530.52	15.5	12.66	805.09
2013-06-29 18:00:00	144.6	15.5	12.73	804.89
2013-06-29 19:00:00	87.8	15.5	12.73	804.7
2013-06-29 20:00:00	11.02	15.46	12.67	804.51
2013-06-29 21:00:00	0.0	15.43	12.67	804.32
2013-06-29 22:00:00	0.0	15.34	12.67	804.13
2013-06-29 23:00:00	0.0	15.25	12.68	803.94
